DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,OFFERED_CAPACITY_PRICE_[EUR/MW],OFFERED_CAPACITY_[MW],ALLOCATED_CAPACITY_[MW],COUNTRY,SETTLEMENTCAPACITY_PRICE_[EUR/MW],NOTE,measurement_name,date_valid
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.56,24,24,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.56,24,24,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.56,24,24,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.56,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.56,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.56,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.56,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.58,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.58,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.58,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.58,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.6,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.6,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.6,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.6,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.62,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.62,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.62,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.62,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.64,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.64,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.64,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.64,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.64,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.64,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.64,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.64,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.66,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.66,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.66,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.66,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.68,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.68,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.68,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.68,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.7,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.7,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.7,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.7,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.72,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.72,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.72,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.72,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.74,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.74,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.74,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.74,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.76,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.76,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.76,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.76,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.76,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.76,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.76,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.76,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.78,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.78,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.78,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.78,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.8,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.8,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.8,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.8,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.82,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.82,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.82,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.82,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.84,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.84,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.84,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.84,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.86,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.86,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.86,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.86,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.88,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.88,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.88,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.88,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.88,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.88,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.88,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.88,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.9,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.9,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.9,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.9,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.92,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.92,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.92,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.92,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.94,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.94,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.94,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.94,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.96,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.96,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.96,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.96,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.98,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.98,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.98,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,2.98,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.0,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.0,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.0,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.0,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.0,1,1,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.0,1,1,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.0,1,1,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.0,1,1,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.0,10,10,NL,36.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.0,10,10,NL,36.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.0,10,10,NL,36.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.0,10,10,NL,36.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.02,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.02,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.02,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.02,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.04,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.04,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.04,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.04,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.04,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.04,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.04,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.04,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.06,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.06,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.06,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.06,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.08,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.08,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.08,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.08,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.16,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.16,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.16,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.16,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.25,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.25,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.25,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.25,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.28,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.28,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.28,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.28,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.28,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.28,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.28,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.28,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.33,18,18,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.33,18,18,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.33,18,18,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.33,18,18,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.44,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.44,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.44,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.44,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.52,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.52,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.52,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.52,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.54,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.54,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.54,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.54,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.56,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.56,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.56,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.56,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.58,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.58,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.58,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.58,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.68,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.68,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.68,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.68,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.8,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.8,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.8,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.8,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.94,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.94,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.94,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.94,15,15,DE,36.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.96,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.96,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T13:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.96,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T14:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.96,7,7,FR,11.0,,capacity_fcr_anonymresults,2024-02-06T15:00:00
2024-02-06,2024-02-06,FCR,NEGPOS_12_16,3.96,2,2,CH,36.0,,capacity_fcr_anonymresults,2024-02-06T12:00:00
